Retsku	Product Title	Detailed Description	Categorization	Product URL	Primary Image URL	Selling Price	Regular Price	Condition	Availability	Manufacturer Name	Manufacturer Part Number	UPC	Shipping Cost	Weight
INK-Epson-T127120	Epson T127120 Black Inkjet Cartridge	Remanufactured Epson #127 T127120 (T1271) Extra High Yield Black Pigment Based Ink Cartridge	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Epson-T127120&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/INK-Epson-T127120.jpg	7.9900	18.9900	Refurbished	Yes	Epson	T127120		3.99	0.146875
INK-Epson-T200XL120	Epson T200XL120 Black Inkjet Cartridge	Remanufactured Epson #200XL T200XL120 (T200XL1) High Yield Black Ink Cartridge	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Epson-T200XL120&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/INK-Epson-T200XL120.jpg	6.9900	14.9900	Refurbished	Yes	Epson	T200XL120	010343901186	3.99	0.093125
INK-Epson-T5570	Remanufactured Epson T5570 Inkjet Cartridge	Remanufactured 6-Color Photo Cartridge for Epson PictureMate Printer - replaces Epson T5570	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Epson-T5570&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/INK-Epson-T5570.jpg	8.9900	19.9900	Refurbished	Yes	Epson	T5570	010343849952	3.99	0.439375
INK-Epson-T580700	Remanufactured Epson T580700 Inkjet Cartridge	Remanufactured T5807 Pigment Light Black Inkjet Cartridge for Epson Stylus Pro 3800 Printer 80ml	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Epson-T580700&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/INK-Epson-T580700.jpg	26.9900	56.9900	Refurbished	Yes	Epson	T580700		3.99	0.38375
INK-Epson-T5846	Remanufactured Epson T5846 Inkjet Cartridge	Remanufactured Epson PictureMate 200/240/280 Ink Cartridge Glossy Color - replace T5846	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-Epson-T5846&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/INK-Epson-T5846.jpg	10.9900	19.9900	Refurbished	Yes	Epson	T5846	010343858756	3.99	0.271875
INK-HP-51626A	Hewlett Packard (HP 26) Black Ink cartridge	Replacement for Hewlett Packard 51626A (HP 26 Black) Ink Cartridge	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-51626A&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-51626A.jpg	9.9900	34.9900	New	Yes	HP	51626A	088698003039	3.99	0.166875
INK-HP-51629A	Hewlett Packard (HP 29) Black Ink cartridge	Replacement for Hewlett Packard 51629A (HP 29 Black) Ink Cartridge	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-51629A&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-51629A.jpg	9.9900	34.9900	New	Yes	HP	51629A	088698030066	3.99	0.160625
INK-HP-51640A	Hewlett Packard (HP 40) Black Ink cartridge	Replacement for Hewlett Packard 51640A (HP 40 Black) Ink Cartridge	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-51640A&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-51640A.jpg	11.9900	34.9900	New	Yes	HP	51640A	088698003176	3.99	0.27625
INK-HP-51644C	Hewlett Packard (HP 44) Cyan Ink cartridge	Replacement for Hewlett Packard 51644C (HP 44 Cyan) Ink Cartridge	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-51644C&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-51644C.jpg	11.9900	34.9900	New	Yes	HP	51644C	088698055908	3.99	0.273125
INK-HP-51644Y	Hewlett Packard (HP 44) Yellow Ink cartridge	Replacement for Hewlett Packard 51644Y (HP 44 Yellow) Ink Cartridge	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-51644Y&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-51644Y.jpg	11.9900	34.9900	New	Yes	HP	51644Y	088698055922	3.99	0.27125
INK-HP-51645A	Hewlett Packard (HP 45) Black Ink cartridge	Replacement for Hewlett Packard 51645a (HP 45 Black) Ink Cartridge	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-51645A&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-51645A.jpg	9.9900	35.9900	New	Yes	HP	51645A	088698585177	3.99	0.274375
INK-HP-C1823D	Hewlett Packard (HP 23) Color Ink cartridge	Replacement for Hewlett Packard C1823D (HP 23 Tri-Color) Ink Cartridge	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-C1823D&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-C1823D.jpg	12.9900	34.9900	New	Yes	HP	C1823D	088698715819	3.99	0.37875
INK-HP-C4840A	Hewlett Packard (HP 10) Black Ink cartridge	Replacement for Hewlett Packard C4840A (HP 10 Black) Standard Yield Ink Cartridge	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-C4840A&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-C4840A.jpg	7.9900	32.9900	New	Yes	HP	C4840A		3.99	0.155
INK-HP-C4844A	Hewlett Packard (HP 10) HY Black Ink cartridge	Replacement for Hewlett Packard C4844A (HP 10 Black) High Yield Ink Cartridge	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-C4844A&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-C4844A.jpg	7.9900	32.9900	New	Yes	HP	C4844A	088698205440	3.99	0.2675
INK-HP-C4871A	Hewlett Packard HP 80 C4871A Black Ink Cartridge	Replacement for Hewlett Packard (HP) C4871A (HP 80) Pigment Black Ink Cartridge - 350ml	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-C4871A&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-C4871A.jpg	54.9900	99.9900	New	Yes	HP	C4871A		0.00	3
INK-HP-C4906AN	HP 940XL High Yield Black Ink cartridge	Replacement for Hewlett Packard C4906AN (HP 940XL High Yield Black) Ink Cartridge with working Ink Indicator Chip	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-C4906AN&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-C4906AN.jpg	11.9900	32.9900	New	Yes	HP	C4906AN	884420334002	3.99	0.255
INK-HP-C4909AN	HP 940XL High Yield Yellow Ink cartridge	Replacement for Hewlett Packard C4909AN (HP 940XL High Yield Yellow) Ink Cartridge with working Ink Indicator Chip	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-C4909AN&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-C4909AN.jpg	10.9900	22.9900	New	Yes	HP	C4909AN	884420334033	3.99	0.14125
INK-HP-C4911A	Hewlett Packard (HP 82) Cyan Ink cartridge	Replacement for Hewlett Packard (HP) C4911A (HP 82) Cyan Ink Cartridge	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-C4911A&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-C4911A.jpg	9.9900	43.9900	New	Yes	HP	C4911A	725184272707	3.99	0.255625
INK-HP-C4934A	HP 81 C4934A Light Cyan Ink Cartridge	Replacement for Hewlett Packard (HP) C4934A (HP 81) Dye Light Cyan Ink Cartridge - 680ml	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-C4934A&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-C4934A.jpg	59.9900	199.9900	New	Yes	HP	C4934A	025184252601	0.00	5
INK-HP-C5016A	Hewlett Packard (HP 84) Black Ink cartridge	Replacement for Hewlett Packard C5016A (HP 84 Black) Ink Cartridge	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-C5016A&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-C5016A.jpg	11.9500	29.9900	New	Yes	HP	C5016A	725184651571	3.99	0.2675
INK-HP-C6168A	Hewlett Packard C6168A Red Ink Cartridge	Replacement Hewlett Packard (HP) C6168A Spot Color Red Ink Cartridge for Industrial Printing on Non-Porous Substrates	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-C6168A&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-C6168A.jpg	15.9900	89.9900	New	Yes	HP	C6168A		3.99	0.295
INK-HP-C6578AN	Hewlett Packard (HP 78) Color Ink cartridge	Replacement for Hewlett Packard C6578DN / C6578D (HP 78 Tri Color) Ink Cartridge	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-C6578AN&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-C6578AN.jpg	14.9900	23.9500	New	Yes	HP	C6578AN	088698750285	3.99	0.36125
INK-HP-C6614AN-DN	Hewlett Packard (HP 20) Black Ink cartridge	Replacement for Hewlett Packard C6614DN / C6614D (HP 20 Black) Ink Cartridge	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-C6614AN-DN&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-C6614AN-DN.jpg	11.9900	34.9900	New	Yes	HP	C6614AN-DN	882780600768	3.99	0.163125
INK-HP-C6615DN	Hewlett Packard (HP 15) Black Ink cartridge	Replacement for Hewlett Packard C6615DN / C6615D (HP 15 Black) Ink Cartridge	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-C6615DN&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-C6615DN.jpg	9.9900	35.9900	New	Yes	HP	C6615DN	025184204570	3.99	0.294375
INK-HP-C6625AN	Hewlett Packard (HP 17) Color Ink cartridge	Replacement for Hewlett Packard C6625AN / C6625A (HP 17 Tri Color) Ink Cartridge	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-C6625AN&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-C6625AN.jpg	13.9900	32.9900	New	Yes	HP	C6625AN	882780600782	3.99	0.374375
INK-HP-C6656AN	Hewlett Packard (HP 56) Black Ink cartridge	Replacement for Hewlett Packard C6656AN / C6656A (HP 56 Black) Ink Cartridge	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-C6656AN&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-C6656AN.jpg	11.9900	34.9900	New	Yes	HP	C6656AN	725184712326	3.99	0.14625
INK-HP-C6657AN	Hewlett Packard (HP 57) Color Ink cartridge	Replacement for Hewlett Packard C6657AN / C6657A (HP 57 Tri Color) Ink Cartridge	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-C6657AN&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-C6657AN.jpg	15.9900	27.5500	New	Yes	HP	C6657AN	725184712340	3.99	0.149375
INK-HP-C6658AN	Hewlett Packard (HP 58) Photo Color Ink cartridge	Replacement for Hewlett Packard C6658AN / C6658A (HP 58 Photo) Ink Cartridge	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-C6658AN&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-C6658AN.jpg	16.9900	23.9500	New	Yes	HP	C6658AN	808736152549	3.99	0.154375
INK-HP-C8721WN-C	Hewlett Packard HP 02 Ink Cartridge Black	Replacement for Hewlett Packard C8721WN (HP 02 Black) Ink Cartridge	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-C8721WN-C&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-C8721WN-C.jpg	4.9900	17.9900	New	Yes	HP	C8721WN-C	829160920979	3.99	0.120625
INK-HP-C8727AN	Hewlett Packard (HP 27) Black Ink cartridge	Replacement for Hewlett Packard C8727AN / C8727A (HP 27 Black) Ink Cartridge	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-C8727AN&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-C8727AN.jpg	11.9900	34.9900	New	Yes	HP	C8727AN	808736183871	3.99	0.149375
INK-HP-C8765WN	Hewlett Packard (HP 94) Black Ink cartridge	Replacement for Hewlett Packard C8765WN (HP 94 Black) Ink Cartridge	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-C8765WN&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-C8765WN.jpg	7.9900	15.9900	New	Yes	HP	C8765WN	829160306582	3.99	0.125625
INK-HP-C8767WN	Hewlett Packard (HP 96) Black Ink cartridge	Replacement for Hewlett Packard C8767WN (HP 96 Black) Ink Cartridge	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-C8767WN&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-C8767WN.jpg	7.9900	15.9900	New	Yes	HP	C8767WN	829160306667	3.99	0.17125
INK-HP-C8772WN-C	Hewlett Packard HP 02 Ink Cartridge Magenta	Replacement for Hewlett Packard C8772WN (HP 02 Magenta) Ink Cartridge	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-C8772WN-C&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-C8772WN-C.jpg	4.4900	9.9900	New	Yes	HP	C8772WN-C	829160921037	3.99	0.074375
INK-HP-C8842A	Hewlett Packard C8842A Black Ink Cartridge	Replacement Hewlett Packard (HP) C8842A Versatile Black Ink Cartridge for Industrial Printing on Non-Porous Substrates	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-C8842A&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-C8842A.jpg	15.9900	89.9900	New	Yes	HP	C8842A		3.99	0.31375
INK-HP-C9351AN	Hewlett Packard (HP 21) Black Ink cartridge	Replacement for Hewlett Packard C9351AN / C9351A (HP 21 Black) Ink Cartridge	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-C9351AN&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-C9351AN.jpg	11.9900	34.9900	New	Yes	HP	C9351AN	829160897561	3.99	0.135
INK-HP-C9361WN	Hewlett Packard (HP 93) Color Ink cartridge	Replacement for Hewlett Packard C9361WN (HP 93 Tri Color) Ink Cartridge	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-C9361WN&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-C9361WN.jpg	7.9900	19.9900	New	Yes	HP	C9361WN	829160708324	3.99	0.12625
INK-HP-C9362WN	Hewlett Packard (HP 92) Black Ink cartridge	Replacement for Hewlett Packard C9362WN (HP 92 Black) Ink Cartridge	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-C9362WN&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-C9362WN.jpg	7.9900	15.9900	New	Yes	HP	C9362WN	829160708386	3.99	0.1025
INK-HP-C9363WN	Hewlett Packard (HP 97) Color Ink cartridge	Replacement for Hewlett Packard C9363WN (HP 97 Tri-Color) Ink Cartridge	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-C9363WN&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-C9363WN.jpg	7.9900	15.9900	New	Yes	HP	C9363WN	829160306704	3.99	0.13625
INK-HP-C9364WN	Hewlett Packard (HP 98) Black Ink cartridge	Replacement for Hewlett Packard C9364WN (HP 98 Black) Ink Cartridge	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-C9364WN&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-C9364WN.jpg	7.9900	15.9900	New	Yes	HP	C9364WN	829160708447	3.99	0.128125
INK-HP-C9369WN	Hewlett Packard (HP 99) Photo Color Ink cartridge	Replacement for Hewlett Packard C9369WN (HP 99 Photo) Ink Cartridge	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-C9369WN&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-C9369WN.jpg	8.9900	16.9900	New	Yes	HP	C9369WN	829160306780	3.99	0.13125
INK-HP-C9391AN	HP 88XL High Yield Cyan Ink cartridge	Replacement for Hewlett Packard (HP) C9391AN (HP 88XL Cyan) High Yield Ink Cartridge	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-C9391AN&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-C9391AN.jpg	5.9900	39.5900	New	Yes	HP	C9391AN	882780169524	3.99	0.175625
INK-HP-C9392AN	HP 88XL High Yield Magenta Ink cartridge	Replacement for Hewlett Packard (HP) C9392AN (HP 88XL Magenta) High Yield Ink Cartridge	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=INK-HP-C9392AN&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/INK-HP-C9392AN.jpg	5.9900	39.5900	New	Yes	HP	C9392AN	882780169531	3.99	0.178125
